MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
-265.6068,166.13815,25.04217,6.0007334,-43.317776,34.665966,11.100147,-37.559223,-27.922764,-18.752262,4.3748083,9.733017,18.97152
-350.02777,167.15588,57.02491,4.9818573,-21.784176,25.72374,24.498863,-25.991726,-37.127098,-19.057384,-0.0783782,14.116251,20.500937
-397.8456,112.33317,16.803814,30.370995,37.1594,2.6695228,-5.483611,5.4687123,-6.217167,-15.791407,2.8147316,23.122639,19.977592
-257.94565,79.66136,-27.635828,28.264519,8.497635,-8.882524,-24.956564,12.956995,-12.014963,-6.8408337,2.3105748,21.21929,11.450248
-226.40373,61.17199,-30.041306,33.57578,3.8416338,-13.650021,-23.026485,15.445904,-18.149984,-4.901911,4.90436,16.574272,8.4937725
-289.5114,35.59376,-27.049881,43.99975,0.2573651,-16.193962,-11.950125,21.040592,-16.940178,-1.3370057,8.382924,10.339232,9.027412
-371.3715,44.58965,-24.05059,43.983303,-3.1115558,-17.018364,-3.5336852,21.937721,-5.978703,-0.99574184,6.8366127,10.350418,16.46229
-427.90552,64.51473,-6.153277,32.400826,17.476683,-11.776491,8.341694,16.598896,-0.7175375,-4.455271,4.9014177,8.804751,11.450973
-474.0294,54.203392,16.30859,25.06247,22.39035,4.1954536,10.887402,18.77018,7.1265335,0.020246893,4.7610073,10.503908,9.253745
-512.5753,32.810402,28.417618,25.554695,22.5387,17.770245,13.887445,12.225746,9.929237,6.124875,4.0030847,4.269399,3.6850834
-519.5085,25.118784,24.052189,22.364979,20.184061,17.670433,15.00466,12.370733,9.9401,7.8573284,6.2287397,5.1150823,4.5287
-521.19775,22.826962,22.044453,20.806278,19.204458,17.354713,15.385239,13.42464,11.590368,9.97898,8.658957,7.6669545,7.0074015
-514.89984,31.179956,28.888044,25.566284,21.750374,17.913155,14.401608,11.455452,9.231537,7.78022,6.997435,6.6272507,6.3582277
-517.9651,27.058727,25.32391,22.707565,19.561838,16.274542,13.195878,10.579866,8.552947,7.1144695,6.165365,5.5540752,5.1258364
